Machine_ID,Fail_possibility,Failure Type,failure_probability
L53271,57.5,Random Failures,0.05
L53272,28.5,No Failure,0.01
L53273,57.2,No Failure,0.01
M20954,48.1,No Failure,0.02
M20955,47.3,No Failure,0.01
M20956,40.8,No Failure,0.02
H35511,38.4,No Failure,0.02
M20958,22.4,No Failure,0
H35513,28.7,No Failure,0.02
M20960,21.1,No Failure,0.01
L53281,29.6,No Failure,0.01
L53282,43.2,No Failure,0.05
L53283,45.1,No Failure,0.03
M20964,41.3,No Failure,0.02
M20965,46.2,No Failure,0.04
L53286,48.1,No Failure,0.03
L53287,49,No Failure,0.04
M20968,28.1,No Failure,0.04
M20969,38.7,No Failure,0.02
L53290,41.3,No Failure,0.02
M20971,41.2,No Failure,0
L53292,22,No Failure,0.01
M20973,30,No Failure,0.01
M20974,35.5,No Failure,0.02
L53295,47.7,No Failure,0
L53296,43.9,No Failure,0.02
L53297,44.4,No Failure,0
M20978,61.4,No Failure,0.02
L53299,39.3,No Failure,0.02
M20980,40,No Failure,0.01
L53301,37.4,No Failure,0.03
L53302,55.3,No Failure,0.02
L53303,41.5,No Failure,0.02
M20984,30.1,No Failure,0.04
L53305,20.2,No Failure,0.04
L53306,52.5,No Failure,0.01
L53307,66.4,No Failure,0.01
L53308,38,No Failure,0.01
M20989,46.9,No Failure,0.04
L53310,44.2,No Failure,0.04
H35545,37.6,No Failure,0
L53312,42.5,No Failure,0.01
L53313,40.9,No Failure,0
L53314,37,No Failure,0.01
L53315,28.9,No Failure,0.02
H35550,40.6,No Failure,0.03
M20997,19.7,No Failure,0.02
M20998,43,No Failure,0.01
L53319,33.4,No Failure,0
L53320,34.3,No Failure,0.02
L53321,45.7,No Failure,0.03
L53322,27.9,No Failure,0.01
M21003,34.6,No Failure,0.02
M21004,37.7,No Failure,0.01
M21005,41.8,No Failure,0
M21006,40.6,No Failure,0.04
M21007,19.8,No Failure,0
L53328,37,No Failure,0.03
M21009,47.4,No Failure,0.02
L53330,29.1,No Failure,0.02
L53331,35.3,No Failure,0.05
M21012,35.7,No Failure,0.04
L53333,64.4,Overstrain Failure,0.01
M21014,24.2,No Failure,0.01
L53335,31.2,No Failure,0
L53336,41.5,No Failure,0.01
L53337,29.6,No Failure,0.03
L53338,29.1,No Failure,0.01
L53339,58,Overstrain Failure,0.05
L53340,34,No Failure,0
L53341,44.3,No Failure,0
L53342,34.9,No Failure,0
L53343,48.1,No Failure,0.04
H35578,30.7,No Failure,0
L53345,35.8,No Failure,0
H35580,40.6,No Failure,0.14
M21027,51.6,No Failure,0.01
M21028,27.1,No Failure,0.02
L53349,38.2,No Failure,0.05
H35584,40.1,No Failure,0.04
L53351,42.2,No Failure,0.02
L53352,37.9,Tool Wear Failure,0.05
L53353,27.8,No Failure,0.04
L53354,31.2,No Failure,0.01
L53355,44.3,No Failure,0.05
L53356,37.3,No Failure,0.04
L53357,45.3,No Failure,0.02
L53358,67.9,Power Failure,0.02
M21039,45.1,No Failure,0.01
L53360,44.6,No Failure,0.03
L53361,19.7,No Failure,0.02
L53362,35.3,No Failure,0.02
H35597,37.3,No Failure,0.03
L53364,35.8,No Failure,0.02
L53365,21.7,No Failure,0.04
M21046,46.6,No Failure,0.02
L53367,56,No Failure,0.01
L53368,45.9,No Failure,0.02
M21049,21.9,No Failure,0.04
L53370,26.4,No Failure,0.03
H35605,22,No Failure,0.04
L53372,45.3,No Failure,0.01
L53373,38.4,No Failure,0.01
L53374,39.9,No Failure,0.04
L53375,30.2,No Failure,0.01
L53376,30.4,No Failure,0.02
L53377,45.8,No Failure,0.01
M21058,32.7,No Failure,0
L53379,43.2,No Failure,0.05
L53380,29.8,No Failure,0.01
M21061,44.5,No Failure,0.01
L53382,54.9,No Failure,0.02
L53383,41.8,No Failure,0
M21064,34.9,No Failure,0.03
M21065,27.3,No Failure,0.03
M21066,28.4,No Failure,0.04
L53387,40.7,No Failure,0.05
M21068,46.3,No Failure,0.04
L53389,40.5,No Failure,0.04
L53390,44.5,No Failure,0.04
L53391,48.8,No Failure,0.01
L53392,53.7,No Failure,0.02
L53393,34.9,No Failure,0.04
L53394,44.2,No Failure,0.02
L53395,41,No Failure,0.03
L53396,27.5,No Failure,0.01
M21077,46.1,No Failure,0
H35632,50.6,No Failure,0.02
H35633,43.9,No Failure,0.02
L53400,49.3,No Failure,0.02
M21081,50.8,No Failure,0.04
H35636,25.8,No Failure,0
M21083,37.9,No Failure,0.01
L53404,32.9,No Failure,0.03
M21085,41.4,No Failure,0.16
H35640,59.3,No Failure,0
L53407,38.2,No Failure,0.02
L53408,50.1,No Failure,0.02
L53409,17.4,No Failure,0
M21090,33,No Failure,0.04
M21091,40.8,No Failure,0.01
L53412,30.4,No Failure,0
L53413,37.1,No Failure,0.02
L53414,41.2,No Failure,0.02
L53415,33.9,No Failure,0.03
M21096,36.9,No Failure,0.01
L53417,38.8,No Failure,0.02
L53418,57.4,No Failure,0.02
L53419,31.6,No Failure,0.04
M21100,42.8,No Failure,0.02
L53421,52.4,No Failure,0.04
L53422,43.6,No Failure,0.01
L53423,16.6,No Failure,0.04
M21104,30.9,No Failure,0.04
L53425,41.7,No Failure,0.01
H35660,46.8,No Failure,0.02
L53427,46.3,No Failure,0.02
L53428,61.2,Power Failure,0.01
L53429,35.5,No Failure,0.04
L53430,37.7,No Failure,0
M21111,36.5,No Failure,0.03
L53432,36.1,No Failure,0.05
L53433,30.9,No Failure,0
L53434,47,No Failure,0.02
L53435,57.3,Overstrain Failure,0
L53436,37.8,Tool Wear Failure,0
L53437,49.1,No Failure,0.02
M21118,40.7,No Failure,0.03
M21119,47.4,No Failure,0.05
L53440,45.3,No Failure,0
L53441,47.6,No Failure,0.01
L53442,33.4,No Failure,0.04
M21123,27.3,No Failure,0
L53444,39.1,No Failure,0.04
L53445,46.6,No Failure,0
L53446,46.8,No Failure,0.02
L53447,35.2,No Failure,0.02
L53448,33.5,No Failure,0.01
M21129,43.2,No Failure,0.03
L53450,18.8,No Failure,0.02
M21131,29.3,No Failure,0.01
M21132,52.7,No Failure,0.01
L53453,28.9,No Failure,0
M21134,32.9,No Failure,0.02
L53455,32.2,No Failure,0.02
L53456,64.6,No Failure,0
L53457,40.6,No Failure,0.03
L53458,38.3,No Failure,0.02
L53459,54.4,No Failure,0
M21140,41.1,No Failure,0.02
M21141,41.2,No Failure,0.01
M21142,45.4,No Failure,0.03
L53463,29.5,No Failure,0
M21144,31.3,No Failure,0.02
M21145,46.1,No Failure,0.17
L53466,35.2,No Failure,0.01
M21147,41.1,No Failure,0.02
L53468,50.9,No Failure,0.02
L53469,61.4,No Failure,0.02
L53470,21.7,No Failure,0.02
M21151,35.8,No Failure,0.04
L53472,31.6,No Failure,0.03
H35707,44.9,No Failure,0.01
L53474,38.7,No Failure,0.01
H35709,24.9,No Failure,0.01
L53476,39.4,No Failure,0
M21157,60.7,No Failure,0.09
L53478,44.1,No Failure,0.02
L53479,49.2,No Failure,0.03
L53480,39.4,No Failure,0.02
M21161,39.6,No Failure,0
L53482,51.2,No Failure,0
H35717,50.5,No Failure,0.02
L53484,37.5,No Failure,0.03
M21165,32.6,No Failure,0.01
L53486,34.4,No Failure,0
L53487,34.5,No Failure,0.02
M21168,26.9,No Failure,0
L53489,50.4,No Failure,0.01
L53490,17.8,No Failure,0.03
L53491,44.5,No Failure,0
M21172,38.1,No Failure,0.03
L53493,47.6,No Failure,0.04
M21174,25,No Failure,0.02
M21175,46.1,No Failure,0.02
L53496,36,No Failure,0
L53497,48.8,No Failure,0
M21178,50.9,No Failure,0.14
L53499,40,No Failure,0.06
M21180,52.5,No Failure,0.05
L53501,64.9,No Failure,0.01
M21182,40.2,No Failure,0
L53503,46.9,No Failure,0.03
M21184,52.6,No Failure,0
L53505,32.3,No Failure,0.04
L53506,40.4,No Failure,0.01
L53507,49.5,No Failure,0.03
L53508,29.7,No Failure,0.01
M21189,34.6,No Failure,0
M21190,37,No Failure,0.01
H35745,47.4,No Failure,0
M21192,19.8,No Failure,0
M21193,31.8,No Failure,0.03
M21194,30.4,No Failure,0.05
M21195,43.4,No Failure,0.01
L53516,48.1,No Failure,0.02
M21197,43.6,No Failure,0.03
L53518,28.6,No Failure,0.03
L53519,48.6,No Failure,0.01
H35754,45.9,Tool Wear Failure,0.02
M21201,47.2,No Failure,0.04
M21202,42,No Failure,0
L53523,23,No Failure,0
H35758,47.7,No Failure,0
L53525,29.6,No Failure,0.01
L53526,60.7,No Failure,0
L53527,44.6,No Failure,0.03
L53528,33.8,No Failure,0.03
L53529,35.2,No Failure,0
L53530,49.1,No Failure,0.01
L53531,47.1,No Failure,0.03
L53532,38.8,No Failure,0.03
M21213,42,No Failure,0.04
L53534,34.8,No Failure,0.03
L53535,37.9,No Failure,0.01
M21216,48.4,No Failure,0
L53537,54.8,No Failure,0.02
M21218,45.7,No Failure,0.02
L53539,56.7,No Failure,0
L53540,40.1,No Failure,0.02
M21221,57.3,No Failure,0.01
L53542,28.7,No Failure,0.02
M21223,36.2,No Failure,0
M21224,41.7,No Failure,0.03
M21225,57.9,No Failure,0.02
M21226,18.1,No Failure,0.02
L53547,33.1,No Failure,0.02
M21228,48.7,No Failure,0
H35783,24.9,No Failure,0.01
L53550,46.9,No Failure,0.01
L53551,36.7,No Failure,0.03
M21232,22.4,No Failure,0.01
H35787,28.9,No Failure,0.02
L53554,38.8,No Failure,0.01
H35789,32.3,No Failure,0.03
L53556,28.7,No Failure,0.02
L53557,37,No Failure,0.02
L53558,44.6,No Failure,0.02
L53559,45.9,No Failure,0
L53560,55,No Failure,0.04
L53561,27.1,No Failure,0
L53562,41.9,No Failure,0.02
H35797,43.8,No Failure,0.02
H35798,45.1,No Failure,0.02
L53565,48.3,No Failure,0.02
L53566,34.3,No Failure,0.02
M21247,39.2,No Failure,0.03
H35802,46.6,No Failure,0.08
H35803,30.1,No Failure,0.02
L53570,55,No Failure,0
M21251,43,No Failure,0.01
L53572,33.8,No Failure,0.02
L53573,30.5,No Failure,0.02
M21254,44,No Failure,0
M21255,52.1,No Failure,0
L53576,46.4,No Failure,0.02
M21257,32.6,No Failure,0.03
L53578,58.2,No Failure,0.02
M21259,38,No Failure,0.02
L53580,35.8,No Failure,0.02
M21261,39.7,No Failure,0.02
M21262,36.7,No Failure,0.02
L53583,33.6,No Failure,0.02
M21264,61.4,No Failure,0.01
L53585,17.5,No Failure,0.02
L53586,45.6,No Failure,0.04
M21267,29,No Failure,0.02
L53588,31.7,No Failure,0.02
L53589,40.8,No Failure,0.02
L53590,41.9,No Failure,0.02
M21271,42.3,No Failure,0.05
L53592,44.2,No Failure,0.02
L53593,33.5,No Failure,0
M21274,35.1,No Failure,0.02
L53595,42.2,No Failure,0.03
H35830,38,No Failure,0.03
L53597,39.9,No Failure,0.04
H35832,52.1,No Failure,0.02
H35833,46.7,Tool Wear Failure,0.02
L53600,36.4,No Failure,0.03
L53601,41.4,No Failure,0.02
L53602,55.3,No Failure,0.03
M21283,37.5,No Failure,0.02
M21284,43.2,No Failure,0
L53605,56.1,No Failure,0
L53606,36.8,No Failure,0.02
L53607,49.3,No Failure,0.02
M21288,24.1,No Failure,0.02
M21289,47.4,No Failure,0.02
L53610,39.2,No Failure,0.02
L53611,59.4,No Failure,0.02
M21292,46.5,No Failure,0.03
L53613,34,No Failure,0.03
M21294,38.5,No Failure,0.02
L53615,34.1,No Failure,0.02
L53616,26.1,No Failure,0.03
L53617,66.1,No Failure,0
L53618,30.3,No Failure,0.01
L53619,32.7,No Failure,0.02
L53620,31.7,No Failure,0.02
L53621,31.4,No Failure,0.03
L53622,54.8,No Failure,0.02
L53623,33.3,No Failure,0.02
M21304,61,No Failure,0
L53625,34.4,No Failure,0.02
M21306,40.2,No Failure,0.02
L53627,45.8,No Failure,0.02
H35862,24.8,No Failure,0.02
L53629,44.6,No Failure,0
L53630,47.3,No Failure,0
L53631,27.5,No Failure,0.02
L53632,50.8,No Failure,0
L53633,24.2,No Failure,0.02
L53634,32.8,No Failure,0.03
L53635,40.2,No Failure,0.01
L53636,50.6,No Failure,0.02
L53637,48,No Failure,0.02
M21318,62.9,No Failure,0.02
M21319,55.2,No Failure,0.06
L53640,52.9,No Failure,0
L53641,35.9,No Failure,0.01
H35876,44,No Failure,0.02
H35877,60.4,No Failure,0.03
M21324,27,No Failure,0.03
M21325,48.5,No Failure,0.02
L53646,31.1,No Failure,0.04
L53647,27.4,No Failure,0.02
L53648,42.5,No Failure,0
M21329,35,No Failure,0
L53650,54.5,No Failure,0.03
L53651,38.5,No Failure,0.02
H35886,33.6,No Failure,0
H35887,50.7,No Failure,0
M21334,54.3,No Failure,0.04
L53655,30.2,No Failure,0.05
L53656,48.6,No Failure,0.16
L53657,24.6,No Failure,0
L53658,29.1,No Failure,0.02
L53659,42.7,No Failure,0.02
L53660,26.6,No Failure,0
L53661,48.4,No Failure,0.03
L53662,43.7,No Failure,0.02
L53663,45.3,No Failure,0.03
H35898,22.5,No Failure,0.02
L53665,37.6,No Failure,0
L53666,21.4,No Failure,0
H35901,36.2,No Failure,0
L53668,54.4,No Failure,0
M21349,38.8,No Failure,0
L53670,44.5,No Failure,0
L53671,52.7,No Failure,0.01
M21352,46,No Failure,0
L53673,53.1,No Failure,0.05
L53674,33.2,No Failure,0.02
M21355,31.1,No Failure,0.02
L53676,27,No Failure,0.06
L53677,65.3,Overstrain Failure,0.02
H35912,19.2,No Failure,0.01
L53679,26.8,No Failure,0.03
M21360,46.6,No Failure,0
M21361,36,No Failure,0.02
L53682,13.7,No Failure,0.02
M21363,42.9,No Failure,0.02
M21364,27.4,No Failure,0.02
L53685,39.6,No Failure,0.05
H35920,44.1,No Failure,0
L53687,32.6,No Failure,0.02
H35922,30.7,No Failure,0.02
L53689,36.8,No Failure,0.01
L53690,55.3,No Failure,0.01
M21371,15.7,No Failure,0.01
M21372,48.1,No Failure,0.02
L53693,38,No Failure,0.03
L53694,41.8,No Failure,0.03
L53695,43.5,No Failure,0.02
H35930,40.1,No Failure,0.01
L53697,36.6,No Failure,0.02
H35932,67.9,No Failure,0
L53699,46.9,No Failure,0.03
M21380,34.9,No Failure,0
L53701,27.2,No Failure,0
L53702,45.8,No Failure,0
M21383,27.7,No Failure,0
L53704,24.8,No Failure,0
L53705,73.6,Power Failure,0
L53706,38.4,No Failure,0.03
L53707,44.4,No Failure,0.02
L53708,40,No Failure,0.03
L53709,40.9,No Failure,0
H35944,32.5,No Failure,0.03
H35945,26.2,No Failure,0
H35946,52,No Failure,0.06
L53713,47.2,No Failure,0.02
L53714,44.2,No Failure,0.01
H35949,43.6,No Failure,0.01
L53716,47.1,No Failure,0.02
M21397,39.7,No Failure,0
L53718,44.6,No Failure,0.13
L53719,54.1,No Failure,0
M21400,63.7,Power Failure,0.03
L53721,38.3,No Failure,0.03
L53722,36.9,No Failure,0.01
L53723,29.6,No Failure,0.06
M21404,46.5,No Failure,0.02
M21405,30.3,No Failure,0.02
M21406,39.9,No Failure,0.02
L53727,29.2,No Failure,0.03
L53728,24.1,No Failure,0.01
H35963,44,No Failure,0
L53730,46,No Failure,0.02
L53731,36.5,No Failure,0.01
L53732,26.1,No Failure,0
L53733,52.7,No Failure,0.02
M21414,29.8,No Failure,0.01
H35969,46.7,No Failure,0.02
L53736,27.9,No Failure,0.02
M21417,31.9,No Failure,0.02
M21418,41.9,No Failure,0
H35973,39,No Failure,0
L53740,21.8,No Failure,0
L53741,35.4,No Failure,0.02
M21422,21.3,No Failure,0
L53743,20.5,No Failure,0.01
L53744,38.2,No Failure,0.08
L53745,36.8,No Failure,0.03
L53746,22.6,No Failure,0.02
M21427,36.1,No Failure,0.03
L53748,36.3,No Failure,0
M21429,42,No Failure,0.02
L53750,31.1,No Failure,0.05
M21431,49.4,No Failure,0.03
L53752,53.7,No Failure,0.02
M21433,25.3,No Failure,0.02
L53754,33,No Failure,0.01
M21435,45.3,No Failure,0.02
L53756,34.9,No Failure,0
L53757,45.3,No Failure,0.04
L53758,40.9,No Failure,0.01
L53759,41.6,No Failure,0.02
L53760,39.1,No Failure,0
L53761,36,No Failure,0.02
L53762,35.7,No Failure,0
M21443,38.2,No Failure,0
L53764,44,No Failure,0.02
M21445,32.8,No Failure,0
L53766,44,No Failure,0
M21447,24.6,No Failure,0
L53768,40.4,No Failure,0.01
M21449,38.9,No Failure,0.02
L53770,25.9,No Failure,0.01
L53771,20.9,No Failure,0.01
M21452,47.8,No Failure,0.05
L53773,29.5,No Failure,0.03
L53774,19.7,No Failure,0.04
M21455,38.6,No Failure,0.02
M21456,39.4,No Failure,0.03
L53777,46.8,No Failure,0.03
L53778,51.1,No Failure,0
L53779,39.5,No Failure,0.01
M21460,47,No Failure,0
M21461,47.9,No Failure,0.02
L53782,46.7,No Failure,0.03
M21463,47.4,No Failure,0.02
M21464,37.4,No Failure,0
M21465,30.1,No Failure,0.01
H36020,44.3,No Failure,0.01
L53787,39.1,No Failure,0
M21468,36.8,No Failure,0.01
L53789,39.9,No Failure,0.02
L53790,34,No Failure,0.03
H36025,33.8,No Failure,0
L53792,70,No Failure,0.02
L53793,41.1,No Failure,0.03
L53794,28.7,No Failure,0.02
L53795,42.1,No Failure,0.02
M21476,45.8,No Failure,0.02
L53797,60.8,No Failure,0.06
M21478,65.8,Power Failure,0.04
M21479,31.3,No Failure,0.08
M21480,23.8,No Failure,0.01
M21481,21.8,No Failure,0.02
L53802,51.1,No Failure,0.03
M21483,41.1,No Failure,0
L53804,39.8,No Failure,0.04
M21485,44.4,No Failure,0.02
L53806,42.5,No Failure,0.02
M21487,22.1,No Failure,0
L53808,34.5,No Failure,0.02
L53809,49.4,No Failure,0.01
M21490,49.3,No Failure,0.03
M21491,55.3,No Failure,0
L53812,51.2,No Failure,0
M21493,29.3,No Failure,0.04
L53814,44.5,No Failure,0.01
L53815,39.3,No Failure,0.03
M21496,25.5,No Failure,0.01
H36051,48,No Failure,0.03
L53818,44.2,No Failure,0.02
L53819,48.4,No Failure,0
L53820,43.2,No Failure,0
L53821,28.7,No Failure,0.02
L53822,37.5,No Failure,0.01
M21503,60.5,No Failure,0.02
L53824,43.9,No Failure,0.02
M21505,39.6,No Failure,0.01
L53826,34.2,No Failure,0.02
L53827,22.4,No Failure,0.03
L53828,41.1,No Failure,0
M21509,54.9,No Failure,0.02
L53830,35.3,No Failure,0.02
M21511,55.6,No Failure,0.02
H36066,35.7,No Failure,0.03
M21513,29.1,No Failure,0.04
L53834,16.6,No Failure,0.03
L53835,32.7,No Failure,0.02
M21516,44.7,No Failure,0.02
L53837,47.6,No Failure,0.02
L53838,50.9,No Failure,0.02
L53839,31.3,No Failure,0
H36074,43.8,No Failure,0.04
M21521,39.8,No Failure,0.03
M21522,18.7,No Failure,0.01
L53843,47.2,No Failure,0.01
L53844,38.4,No Failure,0.01
L53845,41.5,No Failure,0.02
L53846,51.4,No Failure,0.01
H36081,39.9,No Failure,0
L53848,39.2,No Failure,0
L53849,33.9,No Failure,0
L53850,20.2,No Failure,0.03
L53851,42.1,No Failure,0.02
L53852,50.5,No Failure,0.06
L53853,51.8,Overstrain Failure,0.02
L53854,35.5,No Failure,0.02
L53855,28,No Failure,0
L53856,44,No Failure,0.01
L53857,38.5,No Failure,0.01
M21538,65.6,Power Failure,0.02
L53859,42.4,No Failure,0.01
L53860,49.7,No Failure,0.02
L53861,45.1,No Failure,0
L53862,38.9,No Failure,0.02
L53863,50.6,No Failure,0.02
L53864,40.4,No Failure,0
L53865,43.6,No Failure,0
L53866,24.8,No Failure,0
L53867,28.7,No Failure,0
L53868,40.3,No Failure,0
L53869,43,No Failure,0.01
L53870,49.2,No Failure,0
M21551,47.8,No Failure,0
M21552,23.6,No Failure,0
M21553,26.7,No Failure,0.04
M21554,62.7,No Failure,0.04
M21555,55.8,No Failure,0.03
L53876,31.3,No Failure,0.01
L53877,34.1,No Failure,0.03
L53878,44.7,No Failure,0.02
M21559,40.4,No Failure,0.01
H36114,50.2,No Failure,0.02
L53881,34.1,No Failure,0.02
M21562,32,No Failure,0.03
M21563,28.2,No Failure,0
M21564,36,No Failure,0
M21565,58.1,No Failure,0.04
L53886,46.1,No Failure,0
L53887,39,No Failure,0.04
M21568,37.4,No Failure,0.02
L53889,37.6,No Failure,0.04
L53890,49.7,No Failure,0.01
L53891,46.1,No Failure,0.02
H36126,36.4,No Failure,0.01
L53893,45.2,No Failure,0.02
L53894,53.8,No Failure,0.02
L53895,30.4,No Failure,0.02
L53896,53.6,No Failure,0
M21577,48.6,No Failure,0.01
L53898,18,No Failure,0.03
M21579,40.6,No Failure,0.02
L53900,48,No Failure,0.02
L53901,61,No Failure,0
L53902,28.7,No Failure,0.02
M21583,36.1,No Failure,0.04
L53904,36.8,No Failure,0
M21585,47.1,No Failure,0.02
L53906,41,No Failure,0.03
L53907,25.5,No Failure,0.02
L53908,23.2,No Failure,0
H36143,40.4,No Failure,0.01
M21590,42.3,No Failure,0.02
L53911,51.2,No Failure,0.05
L53912,44.8,No Failure,0.02
M21593,46.8,No Failure,0.02
M21594,40.1,No Failure,0.02
L53915,40.1,No Failure,0.02
L53916,42.2,No Failure,0.03
M21597,33.5,No Failure,0.02
H36152,50.1,No Failure,0.03
L53919,43.6,No Failure,0.01
L53920,55.9,No Failure,0.03
M21601,39.5,No Failure,0.02
H36156,30,No Failure,0.03
L53923,38,No Failure,0.01
M21604,58.1,No Failure,0.02
M21605,44.6,No Failure,0.03
M21606,40.5,No Failure,0
M21607,29.8,No Failure,0.05
H36162,19.3,No Failure,0.03
L53929,35.9,No Failure,0.03
M21610,44,No Failure,0.02
M21611,37.1,No Failure,0.02
L53932,29.5,No Failure,0.01
L53933,50.7,No Failure,0.02
L53934,36.9,No Failure,0.03
M21615,31.6,No Failure,0.02
L53936,26.6,No Failure,0.02
L53937,26.2,No Failure,0
L53938,32.8,No Failure,0.02
L53939,44.3,Tool Wear Failure,0.01
L53940,40.6,No Failure,0
L53941,50.8,No Failure,0.08
L53942,53.2,No Failure,0.02
M21623,26.5,No Failure,0.01
L53944,38.3,No Failure,0.02
L53945,32.3,No Failure,0.03
M21626,43.2,No Failure,0.01
L53947,41.7,No Failure,0.01
H36182,39.5,No Failure,0.03
L53949,52.6,No Failure,0.02
M21630,40.1,No Failure,0.03
M21631,22.5,No Failure,0
L53952,39.3,No Failure,0.03
L53953,47.9,No Failure,0.02
H36188,27.3,No Failure,0
L53955,30,No Failure,0.02
L53956,47.5,No Failure,0.02
L53957,21.3,No Failure,0.03
M21638,25.5,No Failure,0.02
M21639,54.2,No Failure,0.05
L53960,38.5,No Failure,0.01
M21641,35.3,No Failure,0.02
L53962,53.4,No Failure,0.02
L53963,46.9,No Failure,0
M21644,52.5,No Failure,0.02
L53965,45.3,No Failure,0.02
L53966,50.9,No Failure,0.02
H36201,58.5,No Failure,0.02
M21648,43.9,No Failure,0.02
M21649,30.7,No Failure,0.02
M21650,16.7,No Failure,0.02
L53971,41.2,No Failure,0.02
L53972,24,No Failure,0.02
L53973,31.4,No Failure,0.05
L53974,55.2,No Failure,0.03
L53975,50.4,No Failure,0
M21656,58.3,No Failure,0.02
M21657,34.9,No Failure,0.03
L53978,32.4,No Failure,0.02
M21659,12.2,Power Failure,0.03
M21660,48.8,No Failure,0.01
L53981,48.2,No Failure,0.02
M21662,31,No Failure,0.01
M21663,43.4,No Failure,0.02
L53984,33.7,No Failure,0.03
M21665,37.6,No Failure,0.02
L53986,32.9,No Failure,0.04
L53987,41.4,No Failure,0.03
L53988,45,No Failure,0
L53989,38.1,No Failure,0.02
L53990,34.5,No Failure,0.03
L53991,46.4,No Failure,0.01
L53992,53.8,No Failure,0.01
M21673,43,No Failure,0.01
H36228,44.1,No Failure,0
L53995,44.1,No Failure,0.02
L53996,43.2,No Failure,0.02
M21677,48.1,No Failure,0.05
M21678,29.9,No Failure,0.02
L53999,46,No Failure,0.01
L54000,34.5,No Failure,0.01
M21681,37.5,No Failure,0.02
M21682,29.2,No Failure,0.02
M21683,56.3,No Failure,0.02
L54004,25.3,No Failure,0.02
L54005,25.1,No Failure,0.02
L54006,21.6,No Failure,0.02
M21687,41.8,No Failure,0.02
L54008,52.9,No Failure,0.01
H36243,35.7,No Failure,0.02
M21690,53.4,No Failure,0.01
L54011,52.3,No Failure,0.02
